Unique ID,Job Title,Salary Estimate,Company Rating,Company Name,Company Location,Headquarters Location,Number of Employees,Date Founded,Type of Ownership,Industry,Sector,Revenue (USD),Quality Score
1271,Data Manager - Bioinformatics Analyst (Naval Health Center),"$99,000.00",3.5,General Dynamics,CA,Reston,10000+ Employees,1952,Company - Public,Aerospace & Defense,Aerospace & Defense,"$10,000,000,000+",6.04
1272,Data Analyst,"$99,000.00",5.0,"Staffigo Technical Services, LLC",CA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",6.94
1273,Data Analyst III,"$99,000.00",3.5,Potomac Management,CA,Hagerstown,51-200 Employees,Unknown,Nonprofit Organization,Unknown,Unknown,Unknown,6.04
1274,Data Analyst,"$99,000.00",Unknown,Operation Samahan Health Clinic,CA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.62
1275,Data Privacy Analyst,"$99,000.00",3.5,"Dexcom, Inc.",CA,San Diego,1001-5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$1,000,000,000-$2,000,000,000",6.04
1276,"Data Analyst 3 (San Diego or Atlanta, GA)","$99,000.00",3.6,BD,CA,Franklin Lakes,10000+ Employees,1897,Company - Public,Health Care Products Manufacturing,Manufacturing,"$10,000,000,000+",6.1
1277,"Research Scientist, Structural Biologist - CryoEM Data Analyst","$92,000.00",3.3,Vertex Pharmaceuticals,CA,Boston,1001-5000 Employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$2,000,000,000-$5,000,000,000",5.5
1278,Systems Analyst - Data Integration and ETL process,"$92,000.00",3.4,Kelly,CA,Troy,5001-10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,"$5,000,000,000-$10,000,000,000",5.56
1279,Senior Consulting Data Analyst,"$92,000.00",4.0,Kaiser Permanente,CA,Oakland,10000+ Employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$10,000,000,000+",5.92
1280,Senior Data Analyst,"$92,000.00",3.9,Illumina,CA,San Diego,5001-10000 Employees,1998,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$2,000,000,000-$5,000,000,000",5.86
1281,#105009 Research Data Analyst,"$92,000.00",4.3,UC San Diego,CA,La Jolla,10000+ Employees,1960,College / University,Colleges & Universities,Education,Unknown,6.1
1282,Automotive eCommerce Data Analyst - Remote,"$92,000.00",4.2,Web Shop Manager,CA,San Diego,1-50 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,"$1,000,000-$5,000,000",6.04
1283,Sr. Data Analyst,"$92,000.00",4.6,Housecall Pro,CA,San Diego,51-200 Employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown,6.28
1284,Senior Technical Data Analyst,"$92,000.00",4.4,Intuit,CA,Mountain View,5001-10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,"$2,000,000,000-$5,000,000,000",6.16
1285,Data Governance Analyst,"$92,000.00",Unknown,The RiverStone Group,CA,Towanda,1-50 Employees,Unknown,Unknown,Unknown,Unknown,Unknown,5.02
1286,Division Data and Financial Analyst,"$92,000.00",3.7,University of California - San Diego Medical Centers,CA,San Diego,10000+ Employees,1966,Hospital,Health Care Services & Hospitals,Health Care,Unknown,5.74
1287,Data Analyst III (Healthcare Analytics),"$92,000.00",2.3,Interpreta,CA,San Diego,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,"$10,000,000-$25,000,000",4.9
1288,Senior Business Data Analyst,"$92,000.00",4.4,Intuit,CA,Mountain View,5001-10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,"$2,000,000,000-$5,000,000,000",6.16
1289,Data Analyst III (Healthcare Analytics),"$92,000.00",3.3,Centene Corporation,CA,Saint Louis,10000+ Employees,1984,Company - Public,Insurance Carriers,Insurance,"$10,000,000,000+",5.5
1290,Data Analyst - VerityStream,"$92,000.00",4.1,"Verity, A HealthStream Company",CA,Boulder,201-500 Employees,1985,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown,5.98
1291,Automotive eCommerce Data Analyst,"$92,000.00",4.2,Web Shop Manager,CA,San Diego,1-50 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,"$1,000,000-$5,000,000",6.04
1292,Data Analyst IV,"$92,000.00",3.5,Potomac Management,CA,Hagerstown,51-200 Employees,Unknown,Nonprofit Organization,Unknown,Unknown,Unknown,5.62
1293,Division Data and Financial Analyst,"$92,000.00",4.3,UC San Diego,CA,La Jolla,10000+ Employees,1960,College / University,Colleges & Universities,Education,Unknown,6.1
1294,Data Analyst Junior,"$92,000.00",5.0,"Staffigo Technical Services, LLC",CA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",6.52
1295,SWRMC Assessments Junior Data Analyst,"$92,000.00",3.2,Amentum,CA,Germantown,10000+ Employees,Unknown,Company - Public,Unknown,Unknown,Unknown,5.44
1296,Business Data Analyst III,"$92,000.00",3.5,Russell Tobin & Associates,CA,New York,51-200 Employees,2010,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",5.62
1297,C4I Data Analyst/Engineer,"$92,000.00",3.3,Perspecta,CA,Chantilly,10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown,5.5
1298,Molecular Researcher and Data Analyst,"$92,000.00",4.3,UC San Diego,CA,La Jolla,10000+ Employees,1960,College / University,Colleges & Universities,Education,Unknown,6.1
1299,Health Data Analyst IV,"$92,000.00",2.5,MedImpact,CA,San Diego,1001-5000 Employees,1989,Company - Private,Wholesale,Business Services,"$10,000,000-$25,000,000",5.02
1300,Information Security and Data Privacy Analyst,"$92,000.00",Unknown,Gossamer Bio,CA,San Diego,51-200 Employees,Unknown,Company - Public,Unknown,Unknown,Unknown,5.02
1301,IT DATA ANALYST- Information Technology,"$92,000.00",3.3,Sycuan Casino,CA,El Cajon,1001-5000 Employees,1983,Company - Private,Gambling,"Arts, Entertainment & Recreation","$100,000,000-$500,000,000",5.5
1302,"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps","$92,000.00",4.1,California State University,CA,Long Beach,10000+ Employees,1962,College / University,Colleges & Universities,Education,"$2,000,000,000-$5,000,000,000",5.98
1303,Systems Analyst - Data Integration,"$92,000.00",3.7,"Sunrise Systems, Inc.",CA,Edison,501-1000 Employees,1990,Company - Private,IT Services,Information Technology,"$25,000,000-$50,000,000",5.74
1304,Molecular Researcher and Data Analyst,"$92,000.00",3.7,University of California - San Diego Medical Centers,CA,San Diego,10000+ Employees,1966,Hospital,Health Care Services & Hospitals,Health Care,Unknown,5.74
1305,Data Analyst - EDSS,"$92,000.00",4.2,World Wide Technology,CA,Maryland Heights,5001-10000 Employees,1990,Company - Private,Computer Hardware & Software,Information Technology,"$10,000,000,000+",6.04
1306,Sr. Data Governance Analyst,"$92,000.00",4.9,The Carrera Agency,CA,Aliso Viejo,51-200 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",6.46
1307,Data Manager - Bioinformatics Analyst (Naval Health Center),"$92,000.00",3.5,General Dynamics Information Technology,CA,Fairfax,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,"$10,000,000,000+",5.62
1308,#104252 Division Data and Financial Analyst,"$47,500.00",4.3,UC San Diego,CA,La Jolla,10000+ Employees,1960,College / University,Colleges & Universities,Education,Unknown,3.42
1309,Systems Analyst - Data Integration and ETL process,"$47,500.00",3.4,Kelly IT,CA,Unknown,501-1000 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,Unknown,2.88
1310,Senior Financial Data Analyst,"$47,500.00",3.5,Vervent,CA,San Diego,501-1000 Employees,1986,Company - Private,Lending,Finance,Unknown,2.94
1311,Sr. C4I Data Analyst/Engineer,"$47,500.00",3.3,Perspecta,CA,Chantilly,10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown,2.82
1312,Senior Tactical Data Link Systems Analyst,"$47,500.00",3.7,SBG Techology Solutions,CA,Stafford,51-200 Employees,2004,Company - Private,IT Services,Information Technology,"$10,000,000-$25,000,000",3.06
1313,Data Analyst I,"$36,000.00",4.1,"Insight Enterprises, Inc.",TX,Tempe,5001-10000 Employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,"$5,000,000,000-$10,000,000,000",2.61
1314,Data Analyst II,"$36,000.00",4.1,"Insight Enterprises, Inc.",TX,Tempe,5001-10000 Employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,"$5,000,000,000-$10,000,000,000",2.61
1315,Data Conversion Analyst,"$36,000.00",4.3,Harris Computer,TX,Ottawa,5001-10000 Employees,1976,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,"$500,000,000 to $1,000,000,000",2.73
1316,Data Analyst - Retail (Entry Level),"$36,000.00",3.3,Lidl,TX,London,10000+ Employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,"$10,000,000,000+",2.13
1317,Data Analyst - Healthcare Fraud,"$36,000.00",3.1,Delmarva Foundation,TX,Easton,501-1000 Employees,1973,Nonprofit Organization,Consulting,Business Services,"$50,000,000-$100,000,000",2.01
1318,Data Analyst Intern,"$36,000.00",4.9,"Pieces Technology, Inc.",TX,Dallas,51-200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,3.09
1319,Data Analyst BHJOB11946_,"$36,000.00",3.3,Addison Group,TX,Chicago,501-1000 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,Unknown,2.13
1320,SQL Data Analyst,"$36,000.00",3.9,Mondo,TX,New York,51-200 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",2.49
1321,Data Science - Analyst/Associate - Security Incident Response Team,"$36,000.00",4.0,Goldman Sachs,TX,New York,10000+ Employees,1869,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",2.55
1322,Game Data Analyst,"$36,000.00",5.0,PeopleFun,TX,Richardson,1-50 Employees,Unknown,Company - Private,Audiovisual,"Arts, Entertainment & Recreation",Unknown,3.15
1323,"Analyst, Data Intelligence","$36,000.00",3.7,The Richards Group,TX,Dallas,501-1000 Employees,1957,Company - Private,Advertising & Marketing,Business Services,"$100,000,000-$500,000,000",2.37
1324,HR Data Analyst II,"$36,000.00",3.7,Federal Reserve Bank,TX,New York,1001-5000 Employees,1914,Company - Private,Financial Analytics & Research,Finance,"$10,000,000,000+",2.37
1325,Data Analyst,"$36,000.00",3.8,TekniSMart Solutions,TX,Plano,1-50 Employees,Unknown,Contract,Unknown,Unknown,Unknown,2.43
1326,Data Analyst,"$36,000.00",4.4,"InfoVision, Inc.",TX,Richardson,1001-5000 Employees,1995,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",2.79
1327,DATA ANALYST,"$36,000.00",3.1,Dallas County,TX,Dallas,201-500 Employees,Unknown,Government,Municipal Governments,Government,"$50,000,000-$100,000,000",2.01
1328,Data Science – Analyst/Associate - Security Incident Response Team,"$36,000.00",4.0,Goldman Sachs,TX,New York,10000+ Employees,1869,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",2.55
1329,IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,"$36,000.00",3.4,Atos,TX,Bezons,10000+ Employees,1919,Company - Public,IT Services,Information Technology,"$10,000,000,000+",2.19
1330,Data Analyst,"$36,000.00",Unknown,Yeti Technologies,TX,Irving,1-50 Employees,Unknown,Company - Public,IT Services,Information Technology,"<$1,000,000",0.21
1331,Data Analyst (HR),"$36,000.00",3.3,Lidl,TX,London,10000+ Employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,"$10,000,000,000+",2.13
1332,Data Analyst,"$36,000.00",4.1,Nokia,TX,Nokia,10000+ Employees,1865,Company - Public,Telecommunications Services,Telecommunications,"$10,000,000,000+",2.61
1333,"Data Analyst (SQL, Tableau)","$36,000.00",3.5,"The Judge Group, Inc.",TX,Wayne,1001-5000 Employees,1970,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",2.25
1334,DATA ANALYST TEAM — Data Analyst,"$36,000.00",3.3,Precision,TX,Hastings,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,"<$1,000,000",2.13
1335,Data Analyst,"$36,000.00",3.4,"ZeniMax Media, Inc.",TX,Rockville,201-500 Employees,1999,Company - Private,Video Games,Media,Unknown,2.19
1336,Data Analyst (Product Analytics),"$36,000.00",2.8,Match Group,TX,Norwalk,1001-5000 Employees,1998,Company - Private,Advertising & Marketing,Business Services,"$100,000,000-$500,000,000",1.83
1337,Data Analyst,"$36,000.00",2.9,Hilltop Holdings,TX,Dallas,1001-5000 Employees,1998,Company - Public,Banks & Credit Unions,Finance,"$1,000,000,000-$2,000,000,000",1.89
1338,Performance Improvement Data Analyst,"$36,000.00",4.0,Texas Scottish Rite Hospital for Children,TX,Dallas,1001-5000 Employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,2.55
1339,Junior Data Analyst,"$36,000.00",5.0,"Staffigo Technical Services, LLC",TX,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.15
1340,Data Analyst,"$36,000.00",2.9,Human Coalition,TX,Frisco,201-500 Employees,Unknown,Nonprofit Organization,Unknown,Unknown,Unknown,1.89
1341,DALLAS Campus Recruiting 2018 - I&D - Data Analyst,"$36,000.00",3.8,Capgemini,TX,Paris,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,"$10,000,000,000+",2.43
1342,Business Data Analyst,"$41,500.00",3.8,Diversant LLC,TX,Red Bank,1001-5000 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",2.76
1343,"Analyst, Data & Design","$41,500.00",3.3,Dallas ISD,TX,Dallas,10000+ Employees,1867,School / School District,Preschool & Child Care,Education,"$1,000,000,000-$2,000,000,000",2.46
1344,Data Analyst,"$41,500.00",Unknown,StaffingSoft Inc.,TX,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.69
1345,Data Quality Analyst,"$41,500.00",3.6,Signify Health,TX,Dallas,501-1000 Employees,2017,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,2.64
1346,Data Analyst,"$41,500.00",4.1,Kforce,TX,Tampa,10000+ Employees,1966,Company - Public,Staffing & Outsourcing,Business Services,"$1,000,000,000-$2,000,000,000",2.94
1347,Data Analyst,"$41,500.00",4.6,Financial Additions,TX,Dallas,1-50 Employees,1999,Company - Private,Investment Banking & Asset Management,Finance,"$5,000,000-$10,000,000",3.24
1348,"Analyst I, Data & Design","$41,500.00",3.3,Dallas Independent School District,TX,Dallas,10000+ Employees,1867,School / School District,Preschool & Child Care,Education,"$1,000,000,000-$2,000,000,000",2.46
1349,Data Analyst,"$41,500.00",3.4,First American Financial Corporation,TX,Santa Ana,10000+ Employees,1889,Company - Public,Insurance Carriers,Insurance,"$5,000,000,000-$10,000,000,000",2.52
1350,Client Data Analyst,"$41,500.00",3.6,Signify Health,TX,Dallas,501-1000 Employees,2017,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,2.64
1351,HR Data Analyst II,"$41,500.00",4.1,Federal Reserve Bank (FRB),TX,Washington,1001-5000 Employees,1913,Government,Federal Agencies,Government,Unknown,2.94
1352,Data Analyst,"$41,500.00",Unknown,1,TX,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.69
1353,Healthcare Data Analyst,"$41,500.00",3.8,VITALWARE LLC,TX,Yakima,51-200 Employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,"$10,000,000-$25,000,000",2.76
1354,IGNITE Graduate Development Program Application Developer / Data Scientist / Business Analyst,"$41,500.00",Unknown,Atos Healthcare,TX,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.69
1355,Data Analyst II,"$41,500.00",3.6,Kubota Tractor,TX,Grapevine,1001-5000 Employees,1971,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,"$2,000,000,000-$5,000,000,000",2.64
1356,Data Analyst,"$41,500.00",2.9,Trinity Industries,TX,Dallas,10000+ Employees,1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,"$5,000,000,000-$10,000,000,000",2.22
1357,Data Analyst,"$41,500.00",3.7,Randstad US,TX,Atlanta,1001-5000 Employees,Unknown,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown,2.7
1358,System/Data Analyst,"$41,500.00",3.5,L&T Infotech,TX,Mumbai,10000+ Employees,1997,Company - Public,IT Services,Information Technology,Unknown,2.58
1359,HR Data Analyst II,"$41,500.00",3.6,Federal Reserve Bank of Richmond,TX,Richmond,1001-5000 Employees,1914,Nonprofit Organization,Banks & Credit Unions,Finance,"$5,000,000,000-$10,000,000,000",2.64
1360,Data Analyst,"$41,500.00",1.0,Sphinix Solutions,TX,New York,1-50 Employees,Unknown,Company - Private,IT Services,Information Technology,"<$1,000,000",1.08
1361,Data Reporting Analyst,"$41,500.00",4.1,A-Line Staffing Solutions,TX,Utica,501-1000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown,2.94
1362,Sr Data Integrity Analyst,"$41,500.00",3.8,Atmos Energy Corp.,TX,Dallas,1001-5000 Employees,1906,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities","$2,000,000,000-$5,000,000,000",2.76
1363,Data System Analyst,"$41,500.00",3.7,Citi,TX,New York,10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",2.7
1364,Data Analyst,"$41,500.00",5.0,"Staffigo Technical Services, LLC",TX,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.48
1365,Research Data Analyst,"$41,500.00",2.6,North Central Texas Council of Governments,TX,Arlington,201-500 Employees,1966,Nonprofit Organization,Membership Organizations,Business Services,"$10,000,000-$25,000,000",2.04
1366,Data Analyst,"$41,500.00",Unknown,Corporate G. LLC,TX,Bengaluru,201-500 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,0.69
1367,RAPD Risk Platforms & Data - Analyst,"$41,500.00",4.0,Goldman Sachs,TX,New York,10000+ Employees,1869,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",2.88
1368,Business Data Analyst,"$41,500.00",3.5,McAfee,TX,Santa Clara,5001-10000 Employees,1987,Company - Private,Computer Hardware & Software,Information Technology,"$10,000,000,000+",2.58
1369,Data Analyst,"$41,500.00",4.6,"Conch Technologies, Inc",TX,Memphis,51-200 Employees,Unknown,Company - Private,Consulting,Business Services,"$5,000,000-$10,000,000",3.24
